Portfolio,Stock,Weight_Pct,Return_Pct,Sharpe_Ratio,Risk_Volatility_Pct,Risk_MaxDrawdown_Pct
Inverse Vol Brazilian 20,TAEE11,4.12,136.8,2.27,36.1,22.1
Inverse Vol Brazilian 20,ITUB4,4.08,170.1,2.79,36.4,20.0
Inverse Vol Brazilian 20,LEVE3,3.23,122.1,1.91,46.0,39.7
Inverse Vol Brazilian 20,PSSA3,3.0,235.4,2.72,49.6,36.7
Inverse Vol Brazilian 20,ELET3,2.98,292.7,2.46,49.9,32.6
Inverse Vol Brazilian 20,ELET6,2.45,266.1,2.07,60.8,37.3
Inverse Vol Brazilian 20,BBSE3,2.18,30.6,0.97,68.3,60.6
Inverse Vol Brazilian 20,PRIO3,1.34,263.2,2.83,110.8,59.4
Inverse Vol International 20,ELP,28.86,45.3,1.94,16.0,9.8
Inverse Vol International 20,EBR,28.24,50.8,2.97,16.4,10.1
Inverse Vol International 20,PBR-A,16.02,56.7,1.54,28.9,21.9
Inverse Vol International 20,BAC,4.71,196.9,2.94,98.3,72.3
Inverse Vol International 20,INTC,4.65,282.3,2.06,99.5,51.4
Inverse Vol International 20,HSBC,3.24,277.8,2.43,142.8,98.3
Inverse Vol International 20,NVDA,2.29,362.1,1.75,202.1,99.9
Inverse Vol International 20,JPM,2.02,-61.4,1.04,228.9,99.0
Inverse Vol International 20,LLY,1.78,-99.9,0.41,259.7,99.2
Inverse Vol International 20,AXP,1.75,172.1,1.36,263.7,99.9
Inverse Vol International 20,MSFT,1.69,-1.4,0.61,273.6,100.0
Inverse Vol International 20,AAPL,1.62,-99.9,-0.17,286.0,99.9
Inverse Vol International 20,PYPL,1.61,126.3,1.36,287.3,100.0
Inverse Vol International 20,GOOG,1.51,931.7,2.38,306.1,100.0
Kelly All 20,ALUP4,7.51,31.1,1.83,17.0,10.5
Kelly All 20,AXP,7.51,172.1,1.36,263.7,99.9
Kelly All 20,BPAN4,7.51,51.6,1.86,25.9,16.8
Kelly All 20,CPLE3,7.51,65.3,2.65,17.3,7.5
Kelly All 20,ELP,7.51,45.3,1.94,16.0,9.8
Kelly All 20,HSBC,7.51,277.8,2.43,142.8,98.3
Kelly All 20,INTC,7.51,282.3,2.06,99.5,51.4
Kelly All 20,CPLE6,7.01,50.1,2.16,18.9,11.2
Kelly All 20,EBR,6.3,50.8,2.97,16.4,10.1
Kelly All 20,BRKM6,6.0,28.2,1.23,35.3,24.3
Kelly All 20,BRAP3,5.11,95.1,2.41,26.6,18.7
Kelly All 20,BBSE3,4.86,30.6,0.97,68.3,60.6
Kelly All 20,ELET6,3.68,266.1,2.07,60.8,37.3
Kelly All 20,ITUB4,3.4,170.1,2.79,36.4,20.0
Kelly All 20,BAC,3.16,196.9,2.94,98.3,72.3
Kelly All 20,JPM,2.87,-61.4,1.04,228.9,99.0
Kelly All 20,GOOG,2.19,931.7,2.38,306.1,100.0
Kelly All 20,ELET3,2.12,292.7,2.46,49.9,32.6
Kelly All 20,ENEV3,0.45,112.5,2.79,27.5,12.8
Kelly All 20,EALT4,0.28,13.3,0.59,33.7,37.3
Kelly Brazilian 20,ALUP4,8.01,31.1,1.83,17.0,10.5
Kelly Brazilian 20,BPAN4,8.01,51.6,1.86,25.9,16.8
Kelly Brazilian 20,CPLE3,8.01,65.3,2.65,17.3,7.5
Kelly Brazilian 20,PRIO3,8.01,263.2,2.83,110.8,59.4
Kelly Brazilian 20,PSSA3,8.01,235.4,2.72,49.6,36.7
Kelly Brazilian 20,UNIP3,8.01,366.9,2.24,79.2,34.8
Kelly Brazilian 20,UNIP6,8.01,315.8,2.34,73.5,42.2
Kelly Brazilian 20,CPLE6,7.47,50.1,2.16,18.9,11.2
Kelly Brazilian 20,BRKM6,6.39,28.2,1.23,35.3,24.3
Kelly Brazilian 20,BRAP3,5.45,95.1,2.41,26.6,18.7
Kelly Brazilian 20,BBSE3,5.18,30.6,0.97,68.3,60.6
Kelly Brazilian 20,ELET6,3.93,266.1,2.07,60.8,37.3
Kelly Brazilian 20,ITUB4,3.63,170.1,2.79,36.4,20.0
Kelly Brazilian 20,TAEE11,3.58,136.8,2.27,36.1,22.1
Kelly Brazilian 20,SANB4,2.64,42.1,1.34,29.5,21.0
Kelly Brazilian 20,ELET3,2.26,292.7,2.46,49.9,32.6
Kelly Brazilian 20,TAEE3,1.93,32.7,1.44,17.6,12.0
Kelly Brazilian 20,LEVE3,0.71,122.1,1.91,46.0,39.7
Kelly Brazilian 20,ENEV3,0.48,112.5,2.79,27.5,12.8
Kelly Brazilian 20,EALT4,0.3,13.3,0.59,33.7,37.3
Kelly International 20,AXP,11.03,172.1,1.36,263.7,99.9
Kelly International 20,ELP,11.03,45.3,1.94,16.0,9.8
Kelly International 20,HSBC,11.03,277.8,2.43,142.8,98.3
Kelly International 20,INTC,11.03,282.3,2.06,99.5,51.4
Kelly International 20,NVDA,11.03,362.1,1.75,202.1,99.9
Kelly International 20,PYPL,11.03,126.3,1.36,287.3,100.0
Kelly International 20,MSFT,9.58,-1.4,0.61,273.6,100.0
Kelly International 20,EBR,9.26,50.8,2.97,16.4,10.1
Kelly International 20,BAC,4.65,196.9,2.94,98.3,72.3
Kelly International 20,JPM,4.21,-61.4,1.04,228.9,99.0
Kelly International 20,GOOG,3.22,931.7,2.38,306.1,100.0
Kelly International 20,PBR-A,2.89,56.7,1.54,28.9,21.9
